Alisa
user80_file864_yearofbirth_1979_sex_XY.23andme.txt,File1
user141_file7837_yearofbirth_unknown_sex_unknown.23andme.txt,File2
user187_file267_yearofbirth_1951_sex_XY.23andme.txt,File3
user298_file2316_yearofbirth_unknown_sex_unknown.23andme.txt,File4
user328_file316_yearofbirth_1992_sex_XY.23andme.txt,File5
user466_file447_yearofbirth_1983_sex_unknown.23andme.txt,File6
user500_file2637_yearofbirth_1956_sex_XY.23andme.txt,File7
user503_file274_yearofbirth_1962_sex_XX.23andme.txt,File8
user554_file256_yearofbirth_1948_sex_XY.23andme.txt,File9
user556_file254_yearofbirth_unknown_sex_unknown.23andme.txt,File10
user561_file257_yearofbirth_unknown_sex_unknown.23andme.txt,File11
user583_file268_yearofbirth_1983_sex_XY.23andme.txt,File12
user602_file279_yearofbirth_unknown_sex_unknown.23andme.txt,File13
user609_file401_yearofbirth_1988_sex_XY.23andme.txt,File14
user613_file285_yearofbirth_unknown_sex_XY.23andme.txt,File15
user637_file293_yearofbirth_1989_sex_XY.23andme.txt,File16
user646_file297_yearofbirth_1955_sex_XY.23andme.txt,File17
user651_file300_yearofbirth_1962_sex_XY.23andme.txt,File18
user667_file308_yearofbirth_unknown_sex_unknown.23andme.txt,File19
user684_file319_yearofbirth_unknown_sex_unknown.23andme.txt,File20
user693_file321_yearofbirth_unknown_sex_unknown.23andme.txt,File21
user704_file323_yearofbirth_1976_sex_unknown.23andme.txt,File22
user717_file333_yearofbirth_unknown_sex_unknown.23andme.txt,File23
user721_file336_yearofbirth_unknown_sex_unknown.23andme.txt,File24
user726_file338_yearofbirth_1966_sex_XY.23andme.txt,File25
user745_file352_yearofbirth_1972_sex_XY.23andme.txt,File26
user749_file355_yearofbirth_unknown_sex_unknown.23andme.txt,File27
user758_file387_yearofbirth_unknown_sex_unknown.23andme.txt,File28
user761_file360_yearofbirth_unknown_sex_unknown.23andme.txt,File29
user775_file365_yearofbirth_1966_sex_XY.23andme.txt,File30
user779_file369_yearofbirth_unknown_sex_unknown.23andme.txt,File31
user782_file371_yearofbirth_unknown_sex_XX.23andme.txt,File32
user803_file383_yearofbirth_1978_sex_XX.23andme.txt,File33
user806_file388_yearofbirth_1967_sex_XY.23andme.txt,File34
user808_file390_yearofbirth_unknown_sex_XY.23andme.txt,File35
user810_file392_yearofbirth_1955_sex_XY.23andme.txt,File36
user814_file2442_yearofbirth_1986_sex_XY.23andme.txt,File37
user816_file395_yearofbirth_1983_sex_XY.23andme.txt,File38
user842_file417_yearofbirth_unknown_sex_unknown.23andme.txt,File39
user862_file644_yearofbirth_unknown_sex_unknown.23andme.txt,File40
user915_file451_yearofbirth_unknown_sex_unknown.23andme.txt,File41
user916_file452_yearofbirth_unknown_sex_unknown.23andme.txt,File42
user920_file458_yearofbirth_unknown_sex_XY.23andme.txt,File43
user925_file3022_yearofbirth_1981_sex_XX.23andme.txt,File44
user943_file470_yearofbirth_1979_sex_XY.23andme.txt,File45
user949_file3858_yearofbirth_1972_sex_XY.23andme.txt,File46
user966_file479_yearofbirth_unknown_sex_unknown.23andme.txt,File47
user972_file7927_yearofbirth_1979_sex_XY.23andme.txt,File48
user990_file492_yearofbirth_unknown_sex_unknown.23andme.txt,File49
user1020_file507_yearofbirth_unknown_sex_unknown.23andme.txt,File50
user1024_file510_yearofbirth_1971_sex_XX.23andme.txt,File51
user1034_file517_yearofbirth_unknown_sex_unknown.23andme.txt,File52
user1036_file519_yearofbirth_unknown_sex_unknown.23andme.txt,File53
user1038_file520_yearofbirth_unknown_sex_unknown.23andme.txt,File54
user1039_file521_yearofbirth_1958_sex_XY.23andme.txt,File55
user1040_file522_yearofbirth_unknown_sex_unknown.23andme.txt,File56
user1045_file526_yearofbirth_1972_sex_XX.23andme.txt,File57
user1047_file528_yearofbirth_1958_sex_XY.23andme.txt,File58
user1051_file530_yearofbirth_1949_sex_unknown.23andme.txt,File59
user1060_file536_yearofbirth_1971_sex_unknown.23andme.txt,File60
user1066_file543_yearofbirth_unknown_sex_unknown.23andme.txt,File61
user1071_file552_yearofbirth_1968_sex_XY.23andme.txt,File62
user1075_file550_yearofbirth_1963_sex_XX.23andme.txt,File63
user1077_file551_yearofbirth_unknown_sex_unknown.23andme.txt,File64
user1079_file4631_yearofbirth_1977_sex_unknown.23andme.txt,File65
user1089_file559_yearofbirth_unknown_sex_unknown.23andme.txt,File66
user1091_file560_yearofbirth_1990_sex_XY.23andme.txt,File67
user1103_file565_yearofbirth_unknown_sex_XX.23andme.txt,File68
user1104_file8688_yearofbirth_1972_sex_XX.23andme.txt,File69
user1114_file574_yearofbirth_unknown_sex_unknown.23andme.txt,File70
user1123_file580_yearofbirth_1988_sex_XY.23andme.txt,File71
user1125_file582_yearofbirth_unknown_sex_unknown.23andme.txt,File72
user1131_file585_yearofbirth_unknown_sex_unknown.23andme.txt,File73
user1147_file598_yearofbirth_1948_sex_XY.23andme.txt,File74
user1163_file603_yearofbirth_1987_sex_unknown.23andme.txt,File75
user1165_file602_yearofbirth_1957_sex_XX.23andme.txt,File76
user1173_file609_yearofbirth_unknown_sex_XX.23andme.txt,File77
user1190_file626_yearofbirth_unknown_sex_XX.23andme.txt,File78
user1193_file628_yearofbirth_unknown_sex_unknown.23andme.txt,File79
user1204_file634_yearofbirth_unknown_sex_unknown.23andme.txt,File80
user1214_file643_yearofbirth_1977_sex_XY.23andme.txt,File81
user1215_file645_yearofbirth_1969_sex_XX.23andme.txt,File82
user1233_file652_yearofbirth_unknown_sex_unknown.23andme.txt,File83
user1235_file654_yearofbirth_unknown_sex_unknown.23andme.txt,File84
user1255_file663_yearofbirth_1962_sex_XY.23andme.txt,File85
user1258_file664_yearofbirth_1980_sex_XY.23andme.txt,File86
user1269_file673_yearofbirth_1967_sex_XX.23andme.txt,File87
user1281_file682_yearofbirth_unknown_sex_unknown.23andme.txt,File88
user1288_file686_yearofbirth_unknown_sex_unknown.23andme.txt,File89
user1325_file706_yearofbirth_1977_sex_XX.23andme.txt,File90
user1341_file712_yearofbirth_unknown_sex_unknown.23andme.txt,File91
user1342_file714_yearofbirth_unknown_sex_unknown.23andme.txt,File92
user1364_file718_yearofbirth_unknown_sex_unknown.23andme.txt,File93
user1374_file725_yearofbirth_unknown_sex_unknown.23andme.txt,File94
user1375_file726_yearofbirth_1976_sex_XX.23andme.txt,File95
user1378_file9427_yearofbirth_1978_sex_unknown.23andme.txt,File96
user1379_file730_yearofbirth_1984_sex_XX.23andme.txt,File97
user1384_file734_yearofbirth_unknown_sex_unknown.23andme.txt,File98
user1390_file741_yearofbirth_unknown_sex_XX.23andme.txt,File99
user1392_file742_yearofbirth_unknown_sex_unknown.23andme.txt,File100
user1409_file757_yearofbirth_unknown_sex_unknown.23andme.txt,File101
user1412_file759_yearofbirth_1985_sex_XX.23andme.txt,File102
user1419_file764_yearofbirth_unknown_sex_unknown.23andme.txt,File103
user1447_file789_yearofbirth_unknown_sex_unknown.23andme.txt,File104
user1459_file799_yearofbirth_1967_sex_XX.23andme.txt,File105
user1465_file803_yearofbirth_unknown_sex_unknown.23andme.txt,File106
user1499_file818_yearofbirth_unknown_sex_unknown.23andme.txt,File107
user1500_file819_yearofbirth_1985_sex_XY.23andme.txt,File108
user1521_file838_yearofbirth_unknown_sex_unknown.23andme.txt,File109
user1522_file839_yearofbirth_1984_sex_XY.23andme.txt,File110
user1525_file842_yearofbirth_1982_sex_XY.23andme.txt,File111
user1531_file843_yearofbirth_unknown_sex_unknown.23andme.txt,File112
user1537_file846_yearofbirth_unknown_sex_unknown.23andme.txt,File113
user1566_file876_yearofbirth_unknown_sex_unknown.23andme.txt,File114
user1568_file878_yearofbirth_1971_sex_XX.23andme.txt,File115
user1573_file880_yearofbirth_unknown_sex_unknown.23andme.txt,File116
user1581_file886_yearofbirth_1961_sex_unknown.23andme.txt,File117
user1593_file893_yearofbirth_unknown_sex_unknown.23andme.txt,File118
user1615_file913_yearofbirth_unknown_sex_unknown.23andme.txt,File119
user1626_file924_yearofbirth_1977_sex_XX.23andme.txt,File120
user1627_file925_yearofbirth_1973_sex_XY.23andme.txt,File121
user1631_file928_yearofbirth_unknown_sex_unknown.23andme.txt,File122
user1641_file935_yearofbirth_1952_sex_XX.23andme.txt,File123
user1658_file948_yearofbirth_1964_sex_unknown.23andme.txt,File124
user1661_file951_yearofbirth_unknown_sex_unknown.23andme.txt,File125
user1669_file4129_yearofbirth_unknown_sex_unknown.23andme.txt,File126
user1678_file962_yearofbirth_unknown_sex_unknown.23andme.txt,File127
user1686_file969_yearofbirth_unknown_sex_unknown.23andme.txt,File128
user1706_file986_yearofbirth_1978_sex_XX.23andme.txt,File129
user1707_file985_yearofbirth_1972_sex_unknown.23andme.txt,File130
user1712_file988_yearofbirth_1953_sex_unknown.23andme.txt,File131
user1718_file993_yearofbirth_1951_sex_unknown.23andme.txt,File132
user1723_file997_yearofbirth_unknown_sex_unknown.23andme.txt,File133
user1742_file1010_yearofbirth_unknown_sex_unknown.23andme.txt,File134
user1759_file1022_yearofbirth_1978_sex_XX.23andme.txt,File135
user1777_file4635_yearofbirth_1982_sex_XY.23andme.txt,File136
user1788_file1045_yearofbirth_1975_sex_unknown.23andme.txt,File137
user1790_file1047_yearofbirth_unknown_sex_unknown.23andme.txt,File138
user1794_file1049_yearofbirth_unknown_sex_unknown.23andme.txt,File139
user1808_file1056_yearofbirth_unknown_sex_unknown.23andme.txt,File140
user1813_file1063_yearofbirth_unknown_sex_unknown.23andme.txt,File141
user1822_file1067_yearofbirth_1981_sex_XX.23andme.txt,File142
user1887_file1123_yearofbirth_1967_sex_XY.23andme.txt,File143
user1901_file1134_yearofbirth_1971_sex_XY.23andme.txt,File144
user1902_file1135_yearofbirth_1974_sex_unknown.23andme.txt,File145
user1952_file3713_yearofbirth_1981_sex_XY.23andme.txt,File146
user1958_file1149_yearofbirth_1991_sex_XY.23andme.txt,File147
user1970_file1158_yearofbirth_1965_sex_XX.23andme.txt,File148
user1984_file1170_yearofbirth_1973_sex_XX.23andme.txt,File149
user1985_file1171_yearofbirth_unknown_sex_unknown.23andme.txt,File150
user1987_file1174_yearofbirth_unknown_sex_XY.23andme.txt,File151
user2000_file1184_yearofbirth_1973_sex_XX.23andme.txt,File152
user2004_file1189_yearofbirth_unknown_sex_unknown.23andme.txt,File153
user2008_file1193_yearofbirth_1963_sex_XX.23andme.txt,File154
user2022_file1233_yearofbirth_unknown_sex_unknown.23andme.txt,File155
user2024_file1204_yearofbirth_unknown_sex_unknown.23andme.txt,File156
user2030_file1212_yearofbirth_1978_sex_XX.23andme.txt,File157
user2037_file1218_yearofbirth_unknown_sex_unknown.23andme.txt,File158
user2050_file1228_yearofbirth_unknown_sex_XX.23andme.txt,File159
user2052_file1229_yearofbirth_1994_sex_XX.23andme.txt,File160
user2056_file1235_yearofbirth_1987_sex_XY.23andme.txt,File161
user2090_file1265_yearofbirth_unknown_sex_unknown.23andme.txt,File162
user2159_file1311_yearofbirth_unknown_sex_unknown.23andme.txt,File163
user2166_file1316_yearofbirth_unknown_sex_unknown.23andme.txt,File164
user2183_file1330_yearofbirth_unknown_sex_unknown.23andme.txt,File165
user2271_file1388_yearofbirth_unknown_sex_XX.23andme.txt,File166
